Age,Gender,Country,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
42,20,45,0,1,3,2,1,1,2,2,2,2,2,4,0,1,1,1,0,2,0,0
42,20,45,0,0,3,0,1,1,1,2,1,1,0,2,0,1,0,0,1,0,0,0
24,20,45,0,0,2,2,0,1,2,2,2,1,0,0,1,1,1,2,1,1,0,0
39,20,45,0,1,1,5,0,1,2,0,1,0,0,0,2,1,1,1,1,0,1,1
30,20,44,0,0,3,2,0,1,1,0,1,1,0,1,2,0,1,0,1,0,1,0
26,8,45,0,1,3,2,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
37,20,45,0,1,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0
31,20,45,2,1,3,0,1,1,1,0,1,1,2,1,1,1,2,2,0,0,2,0
33,20,45,0,1,0,5,0,1,1,0,1,1,0,0,2,1,0,0,1,0,1,0
29,20,45,0,1,0,1,0,1,2,2,2,2,0,0,1,1,1,2,1,0,2,0
30,39,7,0,0,0,2,0,0,1,0,1,1,0,0,1,1,1,2,1,1,1,0
35,20,28,0,1,0,1,0,1,2,0,1,1,2,0,2,1,0,0,1,0,0,0
28,20,45,0,1,2,5,0,1,2,2,0,0,0,0,0,1,1,0,1,1,1,0
26,20,45,0,0,4,5,0,1,0,1,0,0,0,0,1,1,1,2,1,1,0,1
38,20,45,0,1,2,5,0,0,2,2,2,2,2,2,2,1,0,2,1,2,0,0
30,10,45,0,1,3,2,0,1,2,2,2,0,2,4,1,1,1,0,1,1,2,0
29,39,17,0,1,3,2,0,1,0,0,1,1,0,4,0,1,1,1,0,0,0,0
40,39,45,0,1,3,5,0,1,2,1,2,0,0,1,0,1,1,1,1,0,0,1
30,20,21,0,0,3,2,1,1,1,0,0,1,0,3,0,0,1,0,1,1,1,0
30,39,45,0,1,0,1,0,1,0,0,1,0,0,4,1,1,1,2,1,0,0,0
29,20,45,0,0,0,5,0,1,2,1,2,0,0,2,1,1,1,2,1,1,0,0
26,20,9,0,0,1,4,0,1,1,0,1,1,1,3,2,1,0,0,1,0,2,0
30,20,45,2,0,3,2,1,1,0,1,0,0,0,0,1,1,1,1,1,2,0,0
27,20,44,0,0,0,1,0,1,2,1,1,2,0,2,1,1,2,2,0,0,2,0
27,39,34,0,0,0,4,0,1,1,0,1,1,2,0,2,1,0,0,1,0,0,0
30,20,42,0,1,3,2,0,1,0,0,1,1,1,3,2,2,0,0,1,1,1,0
37,8,45,0,1,3,5,0,0,2,2,2,2,2,2,1,1,1,1,1,0,2,0
28,20,45,0,0,3,5,0,1,1,2,1,1,2,3,2,1,0,1,1,1,1,0
37,20,45,0,1,2,1,0,0,2,2,2,2,0,2,0,0,1,2,0,0,0,0
20,20,16,0,0,2,2,0,0,1,0,1,1,0,3,2,2,1,0,1,0,1,0
32,8,45,0,0,3,2,0,1,2,2,2,2,2,2,0,1,1,2,1,0,2,0
18,20,45,0,0,2,0,1,1,1,0,1,1,2,4,1,1,1,0,1,1,0,0
30,20,45,0,1,0,1,0,1,2,0,0,2,0,3,2,2,1,0,0,0,1,0
23,20,45,0,1,3,2,1,0,0,0,1,0,2,2,0,1,1,1,1,2,2,0
34,10,44,0,0,3,5,0,0,1,2,1,2,2,1,0,0,1,2,1,0,1,1
23,20,7,1,0,0,2,0,1,0,0,0,0,0,0,1,1,2,2,0,0,2,0
37,20,7,0,1,2,5,0,0,2,2,2,2,0,0,0,0,1,1,1,1,0,0
29,20,17,0,0,4,4,0,1,0,1,1,1,0,2,1,1,1,2,0,2,0,0
33,10,41,0,1,2,5,0,1,2,2,1,2,2,0,0,1,1,0,1,2,0,0
23,35,21,0,0,2,2,0,1,1,2,2,1,0,0,1,1,2,1,1,0,0,0
26,35,45,0,0,3,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
33,16,45,0,0,4,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0
29,20,44,0,0,4,2,0,1,0,0,0,0,0,0,1,1,1,2,0,0,2,0
30,37,45,0,1,2,4,0,1,1,2,1,1,0,0,1,1,0,0,1,1,0,0
30,10,45,0,1,4,5,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
40,20,21,2,1,4,5,0,1,1,0,1,1,1,0,2,0,1,0,1,0,1,1
31,20,44,0,0,0,1,0,1,2,0,1,2,0,0,0,2,1,0,1,1,2,0
22,10,45,0,1,3,3,0,1,2,2,1,0,0,0,1,1,1,1,1,1,1,1
32,10,45,0,0,1,4,1,1,2,1,0,0,2,4,1,1,2,2,1,1,2,1
33,20,45,0,0,1,2,1,1,2,2,1,1,2,0,0,1,1,0,1,0,0,0
39,39,44,0,0,3,3,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
26,20,44,2,0,2,0,1,1,1,1,0,0,0,1,1,1,2,2,0,0,2,0
36,20,45,0,1,2,5,0,0,0,0,2,2,0,2,0,0,1,1,1,1,0,0
39,16,7,1,0,0,0,1,1,1,2,1,1,2,0,1,1,0,0,1,1,1,0
25,20,45,0,1,3,2,0,1,2,2,0,0,2,0,0,1,1,1,1,0,0,0
32,20,45,0,0,2,5,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0
34,16,45,0,1,3,5,0,1,2,2,0,2,2,0,0,0,0,0,1,1,0,0
33,39,17,2,1,2,0,0,0,1,0,1,1,0,1,2,2,0,0,0,1,2,1
27,10,45,0,0,4,5,0,1,0,1,1,2,0,0,0,1,1,2,1,1,0,0
42,39,29,0,0,3,5,0,0,1,2,0,1,2,1,2,0,1,1,1,2,1,1
24,20,44,0,0,4,0,0,1,1,0,1,1,0,0,2,1,1,1,1,2,1,0
45,20,44,0,1,2,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
28,39,44,2,0,4,0,1,1,1,2,1,1,2,4,0,0,0,0,1,1,2,0
33,20,45,0,0,4,1,0,1,1,0,1,1,0,0,0,1,1,2,1,1,1,0
27,20,45,0,0,4,2,1,1,0,1,1,0,0,4,1,1,2,2,0,0,2,0
28,20,45,0,1,3,2,0,0,2,0,1,1,0,0,0,0,1,1,1,1,2,0
41,10,45,0,1,2,3,1,1,2,2,2,2,2,4,0,0,1,1,1,1,2,0
49,20,45,0,1,3,5,0,1,2,2,1,2,2,1,2,0,0,0,1,0,1,1
25,20,45,0,1,0,4,1,1,0,0,2,0,0,0,2,1,1,2,1,1,1,0
29,20,41,0,0,2,4,0,1,1,2,1,1,2,4,1,1,1,2,1,1,2,0
35,10,21,0,0,2,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0
26,20,44,0,1,3,4,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
31,20,0,0,0,2,1,0,1,2,2,2,2,0,2,1,1,2,2,2,2,1,0
32,39,45,0,0,2,0,1,1,1,2,1,1,0,3,1,1,1,2,1,0,2,0
24,20,45,0,0,0,4,0,1,2,1,1,0,0,4,0,1,1,0,0,0,2,0
32,20,45,0,1,1,1,0,1,1,2,1,1,0,3,2,1,2,2,1,2,1,0
26,20,44,2,0,1,0,1,1,1,0,1,1,0,0,2,1,0,0,1,0,0,0
28,37,17,0,0,0,4,1,1,0,0,0,0,0,4,1,1,1,1,0,2,2,0
30,39,21,0,0,2,1,0,1,1,2,2,2,0,2,2,1,1,0,1,1,1,1
22,10,28,0,0,1,4,0,1,1,0,1,1,0,0,1,1,0,1,1,2,0,0
33,20,45,0,0,3,4,1,1,1,2,1,1,2,1,1,1,2,2,2,2,0,0
46,20,45,0,1,1,2,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0
38,20,10,0,0,4,2,1,1,1,2,1,1,2,2,1,1,2,2,0,2,1,0
41,16,45,0,1,0,3,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
22,20,5,2,0,0,4,1,1,0,0,1,1,0,2,1,1,2,2,0,1,0,0
32,39,17,2,0,3,0,1,1,1,2,1,1,2,2,1,1,1,1,0,0,1,0
32,39,44,0,1,3,4,1,1,2,0,1,1,0,0,1,1,2,2,0,0,2,0
26,39,3,0,0,0,4,0,1,2,0,1,1,1,2,0,1,0,0,1,1,0,0
35,10,45,0,0,3,1,0,1,1,2,1,1,0,0,2,0,0,0,1,0,1,0
31,20,45,0,1,3,2,0,1,2,2,1,0,0,2,0,1,1,2,0,2,0,0
54,16,45,0,1,0,5,0,1,0,0,2,2,0,0,1,1,0,2,1,1,0,0
42,20,29,0,0,0,3,0,1,0,1,1,1,0,0,1,1,1,2,0,0,0,0
37,10,45,1,0,1,4,0,1,2,1,1,2,2,2,1,1,1,2,1,0,2,0
33,9,45,0,0,4,4,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0
40,20,45,0,1,3,4,0,1,2,2,1,1,2,0,0,1,1,0,1,1,2,0
57,20,45,0,0,3,5,0,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0
46,33,45,0,0,4,1,1,1,1,2,1,1,0,0,2,1,0,0,1,1,1,0
29,20,45,0,0,4,5,0,0,0,1,2,0,2,2,1,1,1,2,1,0,2,0
34,39,45,0,0,3,0,0,1,1,0,1,1,0,0,2,1,0,0,1,2,0,0
22,16,20,0,0,0,5,0,1,0,1,1,1,0,3,2,0,0,0,0,0,1,0
43,20,45,2,1,1,4,1,1,2,2,1,1,2,4,1,1,2,2,0,0,2,0
27,20,45,0,1,0,3,0,1,2,0,2,2,2,0,2,1,1,0,1,2,0,0
34,16,45,0,0,3,1,0,1,0,0,2,0,2,0,0,1,1,0,1,1,0,0
27,20,44,0,0,4,4,0,1,1,0,1,1,0,0,1,1,1,2,1,2,0,0
31,20,45,0,0,0,3,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2,0
42,39,21,0,0,0,2,0,1,1,2,1,1,1,1,2,2,1,1,1,1,1,0
26,33,20,2,0,3,4,0,0,1,0,1,1,0,2,0,0,1,1,1,1,0,0
33,20,45,0,1,3,0,0,0,1,2,1,1,0,0,1,1,1,2,0,0,0,0
26,8,45,0,0,3,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,0
28,20,45,0,1,4,1,0,1,2,0,1,0,2,2,1,1,1,2,1,0,2,1
34,20,45,2,0,2,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
32,39,45,0,0,2,0,1,1,1,2,1,1,0,3,0,1,2,1,1,2,0,0
23,10,45,0,0,3,5,0,1,2,2,2,2,0,0,1,1,1,1,1,1,2,0
43,39,45,0,0,4,5,0,0,2,2,0,2,2,0,1,1,1,2,1,0,0,0
30,10,45,0,0,0,5,0,1,2,2,2,2,2,2,0,0,0,1,1,1,0,0
23,10,44,0,1,3,4,0,1,1,2,1,2,2,4,1,1,2,2,0,0,2,0
30,37,45,2,1,3,4,1,1,0,1,1,0,0,3,2,1,0,0,1,0,0,0
34,20,28,0,0,2,4,0,1,0,1,0,0,0,2,1,1,1,1,1,0,2,0
24,20,15,0,0,4,2,0,1,1,0,2,1,0,0,0,1,2,1,1,1,0,0
32,37,45,0,0,0,4,0,1,2,2,2,2,0,2,1,1,2,2,1,0,2,0
23,10,45,0,1,1,5,0,1,2,1,0,1,0,0,0,1,1,1,1,1,2,1
30,20,45,0,0,4,5,0,0,2,0,2,2,0,0,2,0,0,0,1,1,0,0
24,20,45,0,0,4,5,0,1,2,2,0,0,2,0,2,1,0,0,1,0,0,0
26,16,46,0,0,4,2,1,1,0,0,0,1,0,0,1,1,1,0,1,2,0,0
33,8,45,2,1,3,0,0,1,1,2,2,2,2,3,1,1,1,2,1,2,2,0
34,39,45,0,0,3,2,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0
46,20,45,0,0,2,3,1,1,2,1,2,2,2,0,1,1,1,2,1,0,2,0
35,20,45,0,0,2,4,0,1,1,0,1,1,2,0,1,1,1,2,1,1,0,0
24,35,45,0,1,1,4,0,1,2,2,1,1,2,4,1,1,1,2,1,2,1,1
23,16,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
24,20,44,0,0,2,1,0,1,0,1,2,0,0,4,0,0,1,1,1,0,0,0
33,16,45,2,0,4,0,0,1,0,0,1,1,0,0,1,1,2,2,1,0,0,0
54,39,44,2,1,3,0,1,1,0,1,1,1,0,4,1,1,1,2,2,2,0,1
23,10,45,0,0,4,4,0,1,0,0,1,0,0,0,0,0,1,2,1,0,2,0
33,20,17,0,0,3,4,0,1,2,2,1,1,2,4,2,2,1,1,1,0,1,0
32,20,44,0,0,4,4,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
31,20,5,2,0,4,0,0,1,1,2,1,1,1,0,1,1,2,2,1,0,0,0
30,16,45,0,0,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
38,20,44,0,0,4,2,0,1,1,0,1,0,2,2,1,1,1,2,0,2,2,0
36,20,45,0,0,0,0,1,1,0,1,0,0,0,4,1,1,1,1,1,1,0,0
29,33,45,0,0,0,2,0,1,2,2,2,1,2,0,0,1,1,1,1,0,0,1
32,39,17,2,0,0,0,1,1,1,0,1,1,0,0,1,1,1,2,1,0,0,0
30,39,28,0,0,4,2,0,1,0,0,0,0,2,2,1,1,1,1,1,1,2,0
32,33,45,0,0,3,1,0,0,2,2,0,0,2,4,1,1,2,2,1,2,2,0
31,16,45,0,0,0,5,0,1,2,0,1,2,0,0,1,1,1,1,1,1,0,0
27,20,45,0,0,0,2,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0
32,39,44,0,1,2,4,0,0,1,0,1,1,1,0,2,0,1,0,1,1,1,0
40,20,45,0,1,3,4,0,1,2,2,0,0,2,4,0,1,1,1,1,1,0,0
31,10,45,0,1,1,2,0,1,1,0,1,1,1,3,2,1,0,0,1,2,1,1
37,39,45,0,0,4,3,1,1,2,0,1,1,0,0,2,1,1,0,0,2,1,0
35,20,45,0,0,4,5,1,1,2,1,0,2,0,1,2,2,1,0,1,0,0,0
30,37,17,0,0,4,2,0,1,0,0,1,0,2,2,1,1,1,0,0,0,0,0
34,37,45,0,1,0,4,1,1,2,0,1,1,0,0,0,1,0,0,1,1,0,0
45,20,45,0,0,4,5,0,0,2,2,2,2,0,0,1,1,1,1,1,1,2,0
31,39,45,0,1,3,5,0,1,2,1,0,0,0,2,0,1,0,1,1,2,1,0
32,20,45,2,1,3,0,1,1,2,2,0,0,0,3,2,0,1,0,1,1,1,0
25,20,39,0,1,1,4,0,0,0,0,1,1,2,0,1,1,1,2,1,0,1,1
24,39,21,0,1,4,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0
29,39,45,0,0,2,4,0,1,2,2,1,1,0,0,0,1,1,0,1,0,0,0
26,39,15,0,0,0,4,0,1,1,2,1,1,0,0,0,1,2,2,0,0,1,0
33,39,45,0,1,2,2,0,1,2,1,0,2,2,0,1,1,2,2,1,2,0,0
35,16,45,0,1,1,5,0,0,2,2,1,2,0,2,2,1,0,1,1,2,0,0
-1,44,45,2,1,1,0,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1
22,8,45,0,1,1,5,0,1,0,1,1,0,0,0,2,2,0,0,1,1,0,0
25,20,45,0,0,1,4,1,1,0,0,1,1,0,2,0,1,1,0,1,0,0,0
35,20,45,0,1,4,5,0,1,2,0,2,2,2,4,1,1,1,2,1,1,0,0
38,20,44,2,1,2,0,1,0,1,0,1,1,2,3,0,1,0,0,1,1,1,0
25,20,45,0,0,2,4,1,1,1,2,1,0,0,2,0,1,0,1,1,0,0,0
25,20,17,0,1,1,2,1,1,1,0,1,1,2,2,1,1,2,2,1,2,1,0
37,39,45,2,0,4,4,1,1,2,2,2,1,2,2,1,1,2,2,0,0,2,0
27,20,45,0,1,3,1,0,1,0,1,1,0,0,0,2,1,0,0,1,2,0,0
43,20,7,2,0,4,4,1,1,1,1,1,1,0,2,0,1,2,2,2,2,0,0
36,39,44,2,0,3,4,1,1,1,0,1,1,0,1,1,1,2,2,1,0,0,1
38,20,44,0,0,3,5,0,0,0,1,0,0,0,3,2,1,0,0,1,0,1,0
23,16,7,0,1,3,4,0,1,2,2,1,1,2,4,1,1,2,2,1,1,2,0
29,20,45,0,0,0,5,0,0,2,1,1,0,0,0,0,1,1,1,1,1,0,0
35,20,45,0,1,3,2,1,1,2,2,1,0,0,0,0,0,1,0,1,0,1,0
28,20,44,0,0,4,1,0,0,1,1,1,2,2,2,1,1,1,1,0,0,2,0
46,39,45,2,1,3,0,1,1,2,1,2,0,2,4,1,1,2,2,1,2,2,1
35,10,45,0,1,3,4,1,1,0,0,1,1,0,2,1,1,2,1,1,1,2,0
31,39,44,0,1,0,4,0,1,0,1,1,0,0,2,1,1,1,1,1,1,0,0
30,20,45,0,0,4,5,1,1,2,0,2,2,0,0,2,0,0,0,1,1,0,0
38,33,45,0,1,3,2,0,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0
23,20,45,0,0,2,1,0,1,2,1,0,0,0,0,1,1,1,1,1,1,2,0
26,10,33,0,0,3,2,1,1,0,1,2,2,2,4,1,1,2,2,0,2,2,0
30,20,45,0,0,4,5,0,1,2,2,2,2,2,4,1,1,1,2,1,1,2,0
38,39,45,0,1,3,5,0,0,2,2,2,2,2,0,0,1,1,0,1,0,1,1
28,39,45,0,0,2,1,0,0,2,2,2,0,0,4,0,1,1,1,1,1,2,0
33,20,28,0,1,4,4,0,1,0,0,1,0,0,0,1,1,2,2,0,0,2,1
32,20,44,0,0,4,4,0,1,1,0,1,1,0,0,2,1,0,0,1,2,1,0
21,20,45,0,1,2,1,0,1,2,0,1,0,2,0,1,1,2,2,0,0,0,0
23,20,45,0,1,3,2,0,1,2,1,2,2,2,2,1,1,0,0,1,0,0,0
33,20,44,2,0,0,1,0,0,1,1,1,1,0,4,1,1,2,1,1,2,1,0
53,20,45,0,0,2,4,1,1,2,2,1,2,0,0,0,0,1,0,1,1,0,0
26,20,45,0,0,2,5,0,1,2,1,0,0,0,0,1,1,1,1,1,0,1,0
21,20,44,0,0,3,5,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
25,16,45,0,1,4,5,0,1,2,2,2,2,2,4,1,1,1,2,0,2,2,0
36,20,45,0,1,3,5,0,1,2,0,1,2,0,1,2,1,1,2,1,2,1,0
32,39,44,0,1,3,0,0,0,2,2,2,2,2,2,0,0,1,1,1,0,1,0
28,20,45,0,0,4,2,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
27,20,44,0,0,4,4,0,1,1,0,1,2,2,0,0,1,2,1,1,2,2,0
34,39,45,0,1,1,1,0,1,2,2,1,1,2,4,1,1,2,2,0,0,0,0
27,20,5,0,0,2,4,0,1,1,2,1,1,0,2,0,1,1,1,1,0,1,0
26,20,7,0,1,1,2,1,1,0,0,0,0,0,4,1,1,2,2,1,1,2,0
28,20,45,0,0,3,2,1,0,0,1,1,0,0,0,1,1,1,2,1,0,0,0
23,20,22,0,0,4,1,0,1,0,1,1,1,2,4,0,1,1,2,0,2,0,0
29,20,45,0,0,4,5,0,0,0,1,0,0,0,0,1,1,2,2,1,1,1,0
55,16,45,0,1,3,0,1,1,1,2,1,0,0,0,2,0,0,0,1,1,1,1
45,16,45,0,0,0,2,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0,0
21,39,45,0,1,0,5,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1
33,20,45,0,0,0,5,0,1,0,1,2,0,0,0,0,1,1,1,1,0,2,0
29,20,45,0,0,0,2,0,1,1,0,1,0,0,0,1,1,1,2,1,2,1,1
35,39,17,2,0,3,2,1,0,0,0,1,1,0,1,2,0,2,0,1,0,0,0
38,35,45,0,0,4,2,0,1,2,2,1,1,2,0,0,0,0,0,1,1,1,0
38,20,44,0,0,4,0,1,1,1,0,1,1,2,2,1,1,1,2,1,1,0,0
35,20,45,0,0,0,2,0,1,2,0,2,0,0,0,1,1,1,1,0,0,2,0
28,39,45,0,0,4,5,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
23,20,20,0,0,4,4,0,1,1,0,1,1,0,0,1,1,1,2,0,0,1,0
35,20,45,2,1,4,4,1,1,1,0,2,2,0,4,1,1,2,2,1,0,2,0
27,39,45,0,0,4,5,0,1,2,1,0,0,2,0,0,0,0,0,1,0,1,0
32,16,45,0,0,4,3,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0
34,39,44,2,0,3,0,1,1,1,0,1,1,2,1,1,1,1,1,1,1,2,0
34,20,21,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,2,1,1,0,0
40,20,43,2,0,0,4,0,1,1,0,1,1,2,4,1,1,1,2,0,0,2,0
54,20,44,0,0,3,5,1,0,1,2,2,2,2,4,1,1,2,2,0,0,1,0
27,20,15,0,1,4,3,0,0,2,2,0,1,2,2,0,0,0,1,1,0,0,1
27,20,7,0,0,0,2,0,1,2,1,2,1,2,4,1,1,2,2,0,0,2,0
34,35,44,0,1,1,2,1,0,2,2,1,2,1,2,2,2,1,0,1,1,0,0
29,39,6,1,0,0,1,1,1,0,1,1,1,0,0,1,1,2,2,2,2,0,0
48,16,44,0,0,4,2,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
25,16,45,0,0,3,5,0,1,2,2,2,0,2,0,2,1,0,0,1,1,2,0
32,10,7,0,0,1,5,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0
27,20,7,0,1,3,0,0,1,1,2,1,1,2,3,0,1,1,0,1,1,2,0
42,39,45,0,0,4,4,0,1,1,2,1,1,0,3,0,1,2,2,1,0,1,0
30,36,17,0,1,3,1,0,1,0,1,1,1,0,1,1,1,2,2,0,0,1,0
23,20,45,0,0,4,2,0,1,0,0,0,1,0,0,1,1,2,2,1,0,0,0
32,20,44,2,1,3,0,1,1,0,1,0,0,0,4,0,0,2,1,0,0,0,1
50,20,45,2,0,0,0,1,1,1,2,1,1,2,2,1,1,1,2,1,0,2,0
24,20,45,0,1,3,1,0,1,1,2,1,1,0,1,2,1,1,1,1,0,1,1
23,39,7,0,0,3,4,0,1,2,0,1,1,0,2,0,0,1,1,1,1,0,0
28,3,44,0,1,2,1,0,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1
40,37,8,2,0,3,0,1,1,1,2,1,1,0,2,1,1,1,1,0,0,0,0
35,20,7,0,1,3,2,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0
27,33,44,0,0,3,4,1,1,0,1,2,0,2,4,1,1,2,2,0,0,2,0
26,39,0,0,1,2,2,0,1,1,0,0,0,0,4,1,1,2,2,0,2,2,0
25,20,44,0,1,3,5,0,0,2,2,2,2,2,4,1,1,2,2,2,2,2,0
25,20,45,0,1,3,2,0,1,0,1,1,1,0,4,0,1,1,0,1,1,0,1
29,20,44,0,0,3,4,1,1,1,0,1,1,0,4,1,1,2,2,1,2,2,0
42,20,45,0,0,0,4,1,1,1,2,1,2,0,2,1,1,1,2,1,1,2,0
32,39,45,0,1,3,1,0,1,2,2,2,2,0,0,2,1,1,0,1,1,0,0
46,16,45,0,0,0,2,0,1,2,1,2,0,0,4,1,1,1,1,0,0,0,0
24,16,44,2,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0
29,35,45,1,1,2,2,0,1,2,1,1,1,0,2,1,1,2,1,0,0,0,0
35,20,44,0,1,3,0,0,1,1,2,1,1,2,4,2,2,1,1,1,0,2,1
25,20,45,0,0,2,4,0,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0
36,8,45,0,0,0,4,1,1,2,0,1,1,0,0,0,0,1,1,1,1,1,0
24,39,45,0,0,0,2,0,0,0,1,1,1,0,0,0,2,1,0,1,0,1,0
50,39,15,2,0,3,2,1,1,1,0,1,1,0,0,0,0,1,2,1,1,0,0
39,20,45,0,1,3,5,0,1,2,0,2,2,0,0,0,0,1,2,0,0,0,1
39,20,45,0,1,3,3,0,1,2,2,2,2,2,3,0,1,1,2,1,1,0,0
28,39,45,0,0,2,4,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0
33,20,45,0,0,4,4,1,1,0,0,1,1,0,4,1,1,2,2,1,0,0,0
23,20,44,0,0,2,4,0,1,1,2,1,1,0,0,1,1,2,2,1,0,0,0
30,16,45,0,0,1,0,0,1,1,2,1,1,2,2,1,1,2,2,0,0,2,0
26,16,45,0,1,3,5,0,1,2,0,2,0,0,1,2,0,0,0,1,0,1,0
23,8,45,0,0,4,5,0,0,0,1,0,0,2,0,0,0,1,1,1,1,0,0
37,10,45,0,1,2,2,0,0,2,2,2,2,0,0,0,0,2,1,1,0,2,0
46,20,45,0,0,1,2,1,1,2,2,1,1,0,0,0,1,1,2,1,0,1,0
33,16,45,0,1,3,2,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0
31,20,45,0,0,4,2,0,0,2,2,2,2,2,0,1,1,2,2,1,1,0,0
26,39,44,0,0,4,2,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,0
32,20,45,0,1,3,5,0,1,2,0,2,0,0,0,0,1,2,2,1,1,0,0
42,20,45,2,0,2,4,1,0,1,2,1,1,0,4,1,1,1,2,0,0,2,0
39,10,45,0,0,3,4,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0
35,20,45,0,0,4,2,0,0,0,1,1,0,0,0,1,1,2,2,1,1,1,0
24,8,45,0,1,2,4,0,1,1,0,1,1,0,4,2,1,0,1,1,2,2,0
39,16,45,0,0,4,0,1,1,1,2,1,1,0,3,0,0,1,2,0,0,1,0
31,16,7,2,0,4,4,0,1,2,2,1,0,2,4,1,1,1,1,1,1,2,0
37,20,21,0,0,3,0,0,1,1,2,1,1,0,3,2,1,0,0,1,2,0,0
39,16,45,0,1,3,4,1,1,1,2,1,1,2,2,1,1,1,2,0,2,2,0
28,10,45,0,0,2,4,0,1,2,0,1,1,0,2,2,2,1,0,1,1,1,1
18,47,36,0,0,4,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,0,0
31,20,44,0,0,2,4,0,1,0,1,1,1,0,0,1,1,1,2,1,1,0,0
31,10,45,0,0,4,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
31,10,45,0,1,0,5,0,0,2,1,1,0,0,0,2,2,0,0,1,1,0,0
25,20,7,0,0,4,1,0,0,0,1,1,1,0,0,1,1,1,1,1,2,1,0
37,20,15,0,0,4,1,0,1,1,0,1,1,0,2,0,0,1,1,1,0,1,0
31,20,45,0,0,4,2,0,1,0,1,1,1,0,0,1,1,1,2,0,0,1,0
27,35,45,0,0,3,2,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0
33,20,45,0,1,4,3,0,1,2,0,0,0,0,4,1,1,2,2,2,2,2,0
36,20,45,0,0,0,4,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
19,20,44,0,0,4,0,0,1,1,2,1,1,1,1,2,1,0,0,1,0,1,0
37,20,45,0,0,3,1,0,1,2,0,1,2,2,4,1,1,0,2,1,1,2,0
39,37,42,0,0,0,5,0,1,2,2,2,2,2,2,1,1,1,1,1,0,2,0
41,39,45,0,1,1,5,0,1,2,0,1,1,0,0,0,0,1,1,1,1,0,1
34,16,45,0,1,4,5,0,1,2,1,0,0,0,0,0,1,1,1,1,0,0,1
23,20,45,0,0,1,2,0,0,2,2,2,1,2,2,1,1,1,2,1,0,2,0
23,39,44,0,1,4,0,1,1,0,0,1,1,0,0,1,1,1,2,0,2,0,0
23,35,45,0,1,0,1,0,0,2,0,0,0,2,0,1,1,1,2,0,0,2,0
37,20,7,0,1,1,2,0,1,2,2,1,0,0,0,0,1,1,1,1,2,0,0
30,20,45,2,1,1,0,1,1,1,2,1,1,2,4,1,1,2,2,1,1,2,0
